"","X","Section","research_center","site_type","name","site_name","country","state_region","zip","study_name","study_location","study_field_location","city","lat","lon","address"
"185",191,"Section 3.3 CREID-Funded Research Center Studies","WARN-ID","studies","","","","","","Sequencing of Lassa virus","Redeemer's, Nigeria","Redeemer's, Nigeria","Ede",7.730184,4.517348,"Redeemer's University, Ede, Osun State, Nigeria"
"186",192,"Section 3.3 CREID-Funded Research Center Studies","WARN-ID","studies","","","","","","Sequencing of Lassa virus","Kenema Government Hospital, Sierra Leone","Kenema Government Hospital, Sierra Leone","Kenema",7.8632147,-11.1957172,"kenema, sierra leone"
"187",193,"Section 3.3 CREID-Funded Research Center Studies","WARN-ID","studies","","","","","","Sequencing of COVID-19 cases","Redeemer's, Nigeria","Redeemer's, Nigeria","Ede",7.730184,4.517348,"Redeemer's University, Ede, Osun State, Nigeria"
"188",194,"Section 3.3 CREID-Funded Research Center Studies","WARN-ID","studies","","","","","","Sequencing of COVID-19 cases","Kenema Government Hospital, Sierra Leone","Kenema Government Hospital, Sierra Leone","Kenema",7.8632147,-11.1957172,"kenema, sierra leone"
"189",195,"Section 3.3 CREID-Funded Research Center Studies","WARN-ID","studies","","","","","","Digital monitoring of Lassa cases","Redeemer's, Nigeria","Redeemer's, Nigeria","Ede",7.730184,4.517348,"Redeemer's University, Ede, Osun State, Nigeria"
"190",196,"Section 3.3 CREID-Funded Research Center Studies","WARN-ID","studies","","","","","","Establishing Lassa virus sequencing","NPHIL, Liberia","NPHIL, Liberia","Monrovia",6.300774,-10.79716,"Congo Town Back Road Monrovia, Liberia, 1000"
"191",197,"Section 3.3 CREID-Funded Research Center Studies","CREID-ECA","studies","","","","","","Maintenance and transmission of Rift Valley fever and other emerging disease in East and Central  Africa fever (Kenya protocol)","Nairobi, Kenya","Marsabit, Tana River, and Isiolo in Kenya","Marsabit",2.3354966,37.9943453,"marsabit, kenya"
"192",198,"Section 3.3 CREID-Funded Research Center Studies","CREID-ECA","studies","","","","","","Maintenance and transmission of Rift Valley fever and other emerging disease in East and Central  Africa fever (Kenya protocol)","Nairobi, Kenya","Marsabit, Tana River, and Isiolo in Kenya","Tana River",-0.9628511,39.8698303,"tana river, kenya"
"193",199,"Section 3.3 CREID-Funded Research Center Studies","CREID-ECA","studies","","","","","","Maintenance and transmission of Rift Valley fever and other emerging disease in East and Central  Africa fever (Kenya protocol)","Nairobi, Kenya","Marsabit, Tana River, and Isiolo in Kenya","Isiolo ",0.355636,37.5833061,"isiolo, kenya"
"194",200,"Section 3.3 CREID-Funded Research Center Studies","CREID-ECA","studies","","","","","","Maintenance and transmission of Rift Valley fever and other emerging disease in East and Central  Africa fever (Uganda protocol)","Kampala, Uganda","Kabale and Isingiro districts","Kabale",-1.241956,29.9856157,"kabale, uganda"
"195",201,"Section 3.3 CREID-Funded Research Center Studies","CREID-ECA","studies","","","","","","Maintenance and transmission of Rift Valley fever and other emerging disease in East and Central  Africa fever (Uganda protocol)","Kampala, Uganda","Kabale and Isingiro districts","Isingiro",-0.843543,30.8039474,"isingiro, uganda"
"196",202,"Section 3.3 CREID-Funded Research Center Studies","CREID-ECA","studies","","","","","","Maintenance and transmission of Rift Valley Fever Virus and other emerging infectious diseases in East and Central Africa (DRC protocol)","Kinshasa, DRC","North and South Kivu provinces","Kivu",-4.322447,15.307045,""
"197",203,"Section 3.3 CREID-Funded Research Center Studies","CREID-ECA","studies","","","","","","Surveillance for Middle East Respiratory Syndrome Corona Virus and other camel associated zoonotic pathogens in camels and persons exposed to camels","Kenya","Marsabit","Marsabit",2.3354966,37.9943453,"marsabit, kenya"
"198",204,"Section 3.3 CREID-Funded Research Center Studies","CREID-ECA","studies","","","","","","Prevalence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in selected sites in Kenya","Nairobi, Kenya","Nairobi","Nairobi",-1.2920659,36.8219462,"nairobi, kenya"
"199",205,"Section 3 Other Collaborator Information","EEIDI","collaborator","Roxana Lescano of ASOPEBAID","Peru","Peru","N/A","N/A","","","","Lima ",-12.0463731,-77.042754,"Sinchi Roca 1502-Dpto-105, Lima 11, Per�"
"200",206,"Section 3 Other Collaborator Information","EEIDI","collaborator","Jessica Maria Galvez-Durand Besnard of Forest and Wildlife National Service (SERFOR)","Peru","Peru","N/A","N/A","","","","Lima",-12.0463731,-77.042754,"Calle Diecisiete 355, Urb. El Palomar. San Isidro, Lima."
"201",207,"Section 3 Other Collaborator Information","EEIDI","collaborator","Moises Sihuincha of Hospital Apoyo Iquitos","Peru","Peru","N/A","N/A","","","","Iquitos",-12.0463731,-77.042754,""
"202",208,"Section 3 Other Collaborator Information","EEIDI","collaborator","Cesar Cabezas Sanchez of Instituto Nacional de Salud (INS)","Peru","Peru","N/A","N/A","","","","Iquitos",-12.0463731,-77.042754,"C�pac Yupanqui 1400 - Jesus Mar�a, Lima 11, Per�"
"203",209,"Section 3 Other Collaborator Information","EEIDI","collaborator","Cesar Ramal Asayag of Loreto Regional Hospital","Peru","Peru","N/A","N/A","","","","Iquitos",-3.743674,-73.251633,"Av. 28 De Julio (2,754.62 mi) Iquitos, Peru, 065"
"204",210,"Section 3 Other Collaborator Information","EEIDI","collaborator","William Howard and colleagues at NAMRU-6","Peru","Peru","N/A","N/A","","","","Puerto Maldonado",-12.59331,-69.18913,"Peruvian Navy and co-located at their flagship hospital in Lima, at the Naval Hospital in Iquitos, and in Puerto Maldonado"
"205",211,"Section 3 Other Collaborator Information","EEIDI","collaborator","Jamie Chang of USAID Peru","Peru","Peru","N/A","N/A","","","","Lima",-12.0463731,-77.042754,"Av. La Encalada, cuadra 17 Monterrico, Surco Lima, Peru"
"206",212,"Section 3 Other Collaborator Information","EEIDI","collaborator","Angel Ruiz Frias of National University of the Peruvian Amazon (UNAP)","Peru","Peru","N/A","N/A","","","","Loreto",-3.743674,-73.251633,"Sargento Lores 385 Iquitos, Loreto, Peru"
"207",213,"Section 3 Other Collaborator Information","EEIDI","collaborator","Brien and Pinto Laboratories at Saint Louis University","Assists across research sites","USA","MO","63103","","","","St. Louis",38.6270025,-90.1994042,"st. louis, mo, usa"
"208",214,"Section 3 Other Collaborator Information","EEIDI","collaborator","Koen Van Rompay of California National Primate Research Center (CNPRC)","UC Davis","USA","CA","95616","","","","Davis",38.5449065,-121.7405167,"davis, ca, usa"
"209",215,"Section 3 Other Collaborator Information","EEIDI","collaborator","Alex Perkins of University of Notre Dame","Assists across research sites","USA","IN","46556","","","","South Bend",41.676388,-86.250275,"400 Main Building, Notre Dame, IN 46556"
"210",216,"Section 3 Other Collaborator Information","EEIDI","collaborator","Misaki Wayengera of Makerere University","Uganda","Uganda","N/A","N/A","","","","Kampala",0.347596,32.58252,"P.O. Box 7062. Kampala, Uganda"
"211",217,"Section 3 Other Collaborator Information","UWARN","collaborator","Timothy Baszler","Washington Animal Disease Diagnostic Laboratory","USA"," WA ","99164-7034","","","","Pullman,",46.7297771,-117.1817377,"pullman, wa 99163, usa"
"212",218,"Section 3 Other Collaborator Information","UWARN","collaborator","Alan Guthrie","University of Pretoria","South Africa","Pretoria","054","","","","Tshwane",-25.6051205,28.3929417,"city of tshwane metropolitan municipality, south africa"
"213",219,"Section 3 Other Collaborator Information","EID-SEARCH","collaborator","Borneo Medical and Health Research Centre (BMHRC), Universiti Malaysia Sabah","Conservation Medicine/Malaysia","Malaysia","Sabah","88400","","","","Kota Kinabalu",5.420404,116.796783,""
"214",220,"Section 3 Other Collaborator Information","EID-SEARCH","collaborator","Queen Elizabeth Hospital","Conservation Medicine/Malaysia","Malaysia","Sabah","88200","","","","Kota Kinabalu",5.420404,116.796783,""
"215",221,"Section 3 Other Collaborator Information","EID-SEARCH","collaborator","Sabah State Ministry of Health and Infectious Diseases Society of Kota Kinabalu","Conservation Medicine/Malaysia","Malaysia","Sabah","88200","","","","Kota Kinabalu",5.420404,116.796783,""
"216",222,"Section 3 Other Collaborator Information","EID-SEARCH","collaborator","Nanyang Technological University","Singapore/Malaysia","Singapore","Singapore","636921","","","","Singapore",1.352083,103.819836,"singapore"
"217",223,"Section 3 Other Collaborator Information","WARN-ID","collaborator","Markc Suchard","University of California, Los Angeles","United States","CA","90095-7088","","","","Los Angeles",34.0522342,-118.2436849,"los angeles, ca, usa"
"218",224,"Section 3 Other Collaborator Information","WARN-ID","collaborator","Anne Rimoin","University of California, Los Angeles","United States","CA","90095","","","","Los Angeles",34.0522342,-118.2436849,"los angeles, ca, usa"
"219",225,"Section 3 Other Collaborator Information","WARN-ID","collaborator","Mosoka Fallah","Refuge Place International","0","0","0","","","","Lower Johnsonville",6.3544,-10.69952,"Bassa Town, Chicken Soup Factory, Lower Johnsonville, Liberia"
"220",226,"Section 3 Other Collaborator Information","CREID-ECA","collaborator","University of Nairobi","University of Nairobi","Kenya","Nairobi","Not applicable","","","","Nairobi",-1.2920659,36.8219462,"nairobi, kenya"
"221",227,"Section 3 Other Collaborator Information","CREID-ECA","collaborator","International Livestock Research Institute ","International Livestock Research Institute ","Nairobi","Nairobi","Not applicable","","","","Nairobi",-1.2920659,36.8219462,"nairobi, kenya"
"222",228,"Section 3 Research Site Information","WAC-EID","research_site","Institut Pasteur de Dakar","","Senegal","n/a","n/a","","","","Dakar",14.716677,-17.4676861,"dakar, senegal"
"223",229,"Section 3 Research Site Information","WAC-EID","research_site","National Veterinary Research Institute","","Nigeria","Plateau State","n/a","","","","Vom",11.368577,5.809693,"Vom, Nigeria"
"224",230,"Section 3 Research Site Information","WAC-EID","research_site","University of Jos","","Nigeria ","Plateau State","n/a","","","","Jos",9.8965273,8.8583309,"jos, nigeria"
"225",231,"Section 3 Research Site Information","WAC-EID","research_site","Jos University Teaching Hospital","","Nigeria","Plateau State","n/a","","","","Jos",9.8965273,8.8583309,"jos, nigeria"
"226",232,"Section 3 Research Site Information","WAC-EID","research_site","Kenema Government Hospital","","Sierra Leone","Eastern Province","n/a","","","","Kenema",7.8632147,-11.1957172,"kenema, sierra leone"
"227",233,"Section 3 Research Site Information","WAC-EID","research_site","Njala University","","Sierra Leone","n/a","n/a","","","","Bo",7.96472,-11.73833,"Bo, Sierra Leone"
"228",234,"Section 3 Research Site Information","EEIDI","research_site","Uganda Field Surveillance","","Uganda","Western Region","N/A","","","","Bwindi, Kabale, and neighboring areas",-1.0521495,29.6201006,"bwindi impenetrable forest, uganda"
"229",235,"Section 3 Research Site Information","EEIDI","research_site","UC Davis SVM Laboratories","","USA","CA","95616","","","","Davis",38.5449065,-121.7405167,"davis, ca, usa"
"230",236,"Section 3 Research Site Information","EEIDI","research_site","Uganda Virus Research Institute","","Uganda","Central Region","N/A","","","","Entebbe",0.0511839,32.463708,"entebbe, uganda"
"231",237,"Section 3 Research Site Information","EEIDI","research_site","Peru Field Surveillance","","Peru","Loreto","N/A","","","","Iquitos and neighboring areas",-3.7436735,-73.2516326,"iquitos, peru"
"232",238,"Section 3 Research Site Information","EEIDI","research_site","Pontificia Universidad Católica del Perú Genomics Laboratory","","Peru","Lima Region","N/A","","","","Lima",-12.0463731,-77.042754,"lima, peru"
"233",239,"Section 3 Research Site Information","CREATE-NEO","research_site","UTMB","","USA","TX","77555","","","","Galveston",29.3013479,-94.7976958,"galveston, tx, usa"
"234",240,"Section 3 Research Site Information","CREATE-NEO","research_site","NMSU","","USA","New Mexico","88003","","","","Las Cruces",32.3199396,-106.7636538,"las cruces, nm, usa"
"235",241,"Section 3 Research Site Information","CREATE-NEO","research_site","FAMERP","","Brazil","SP","15090-000","","","","SJ Rio Preto",-20.8202,-49.3797,"S�o Jos� do Rio Preto, Brazil"
"236",242,"Section 3 Research Site Information","CREATE-NEO","research_site","Fundacao de Medicina Tropical Dr. Heitor Vieira Dourado","","Brazil","Amazonas","69037000","","","","Manaus",-3.1190275,-60.0217314,"manaus, state of amazonas, brazil"
"237",243,"Section 3 Research Site Information","CREATE-NEO","research_site","Gorgas Memorial Institute of Health Studies Panama","","Panamá","Panamá","0816-02593","","","","Panamá",8.983333,-79.51667,"Panama City, Panama"
"238",244,"Section 3 Research Site Information","UWARN","research_site","Center for Emerging and Re-Emerging Infectious Disease (CERID), University of Washington","","USA","WA","98109","","","","Seattle",47.6062095,-122.3320708,"seattle, wa, usa"
"239",245,"Section 3 Research Site Information","UWARN","research_site","FIOCRUZ, Oswaldo Cruz Foundation","","Brazil","Rio de Janeiro","21040-900","","","","Manguinhos, Rio de Janeiro",-22.8830377,-43.2457507,"manguinhos, rio de janeiro - state of rio de janeiro, brazil"
"240",246,"Section 3 Research Site Information","UWARN","research_site","FIOCRUZ, Instituto Gonçalo Moniz","","Brasil","Salvador-BA","40296-710","","","","Candeal",-12.9991856510964,-38.4847644041617,"Candeal, Brazil"
"241",247,"Section 3 Research Site Information","UWARN","research_site","IRESSEF, Institut de Recherche en Santé de Surveillance Épidémiologique et de Formation","","Senegal","Dakar","BP7325","","","","Urban Pole of Diamniado",14.6654687,-17.4390213,"5 avenue carde, dakar, senegal"
"242",248,"Section 3 Research Site Information","UWARN","research_site","KRISP, Kwazulu-Natal Research Innovation and Sequencing Platform","","South Africa","Umbilo","4001","","","","Durban",-29.8586804,31.0218404,"durban, south africa"
"243",249,"Section 3 Research Site Information","UWARN","research_site","AKU, The Aga Khan University","","Pakistan","","74800","","","","Karachi",24.8607343,67.0011364,"karachi, karachi city, sindh, pakistan"
"244",250,"Section 3 Research Site Information","UWARN","research_site","RCEVI, Research Center for Emerging Viral Infections, Chang Gung University","","Taiwan","Taoyuan","333","","","","Kwei-Shan",24.9910531000149,121.322317226577,"Taoyuan, Taiwan"
"245",251,"Section 3 Research Site Information","UWARN","research_site","Center for One Health Research (COHR)","","USA","WA","98195","","","","Seattle",47.6062095,-122.3320708,"seattle, wa, usa"
"246",252,"Section 3 Research Site Information","UWARN","research_site","Eduardo de Menezes Hospital, LACENS, UNIVERSIDADE FEDERAL DE MINAS GERAIS","","Brazil","Minas Gerais","31.270-901","","","","Belo Horizonte",-19.9166813,-43.9344931,"belo horizonte, state of minas gerais, brazil"
"247",253,"Section 3 Research Site Information","UWARN","research_site","Institute for Protein Design","","USA","WA","98195","","","","Seattle",47.6062095,-122.3320708,"seattle, wa, usa"
"248",254,"Section 3 Research Site Information","UWARN","research_site","Gale Laboratory, CIIID, Univ. of Washington","","USA","WA","98109-4766 ","","","","Seattle",47.6062095,-122.3320708,"seattle, wa, usa"
"249",255,"Section 3 Research Site Information","UWARN","research_site","Greninger Laboratory, Dept of Lab Med, UW","","USA","WA","98109","","","","Seattle",47.6062095,-122.3320708,"seattle, wa, usa"
"250",256,"Section 3 Research Site Information","UWARN","research_site","Robbiani Lab, Institute for Research in Biomedicine","","Switzerland","","CH-6500 ","","",""," Bellinzona",46.1946216,9.0244124,"bellinzona, switzerland"
"251",257,"Section 3 Research Site Information","UWARN","research_site","Nussenzweig Laboratory, Rockefeller University","","USA ","NY","10065","","","","New York",40.7127753,-74.0059728,"new york, ny, usa"
"252",258,"Section 3 Research Site Information","PICREID","research_site","Institut Pasteur du Cambodge","","Cambodia"," -"," -","","","","Phnom Penh",11.5563738,104.9282099,"phnom penh, cambodia"
"253",259,"Section 3 Research Site Information","PICREID","research_site","Centre Pasteur du Cameroun","","Cameroon","Centre","1274","","","","Yaoundé",3.8480325,11.5020752,"yaound�, cameroon"
"254",260,"Section 3 Research Site Information","PICREID","research_site","Institut Pasteur de Dakar","","Senegal",""," -","","","","Dakar",14.716677,-17.4676861,"dakar, senegal"
"255",261,"Section 3 Research Site Information","PICREID","research_site","Centre for Research in Infectious Diseases (CRID)","","Cameroon"," - "," -","","","","Yaoundé",3.8480325,11.5020752,"yaound�, cameroon"
"256",262,"Section 3 Research Site Information","PICREID","research_site","Institut Pasteur","","France","","75015","","","","Paris",48.856614,2.3522219,"paris, france"
"257",263,"Section 3 Research Site Information","PICREID","research_site","Centre Pasteur du Cameroun","","Cameroon","Centre","1274","","","","Yaounde",3.8480325,11.5020752,"yaound�, cameroon"
"258",264,"Section 3 Research Site Information","A2CARES","research_site","Nicaraguan National Virology Laboratory","","Nicaragua","Managua","0","","","","Managua",12.1149926,-86.2361744,"managua, nicaragua"
"259",265,"Section 3 Research Site Information","A2CARES","research_site","Universidad San Francisco de Quito-  A2CARES Program","","Ecuador","Pichincha","170901","","","","Cumbaya, Quito",-0.2107252,-78.4410895,"cumbay�, quito, ecuador"
"260",266,"Section 3 Research Site Information","A2CARES","research_site","Center for Dengue Research Sri Lanka","","Sri Lanka","","10250","","","","Nunegoda",6.8649081,79.8996789,"nugegoda, sri lanka"
"261",267,"Section 3 Research Site Information","A2CARES","research_site","University of Michigan","","USA"," MI ","48109-2029","","",""," Ann Arbor",42.2808256,-83.7430378,"ann arbor, mi, usa"
"262",268,"Section 3 Research Site Information","A2CARES","research_site","California Academy of Sciences","","USA","CA","94118","","","","San Francisco",37.7749295,-122.4194155,"san francisco, ca, usa"
"263",269,"Section 3 Research Site Information","A2CARES","research_site","Harris Lab at University of California, Berkeley","","USA","CA","94720","","","","Berkeley",37.8715226,-122.273042,"berkeley, ca, usa"
"264",270,"Section 3 Research Site Information","A2CARES","research_site","de Silva Lab, University of North Carolina Chapel Hill","","","North Carolina ","27599-7292","","",""," Chapel Hill",35.9131996,-79.0558445,"chapel hill, nc, usa"
"265",271,"Section 3 Research Site Information","A2CARES","research_site","Emory University, Waggoner Lab","","USA","GA ","30329","","","","Atlanta",33.7489954,-84.3879824,"atlanta, ga, usa"
"266",272,"Section 3 Research Site Information","CREID-ESP","research_site","Washington University in St. Louis","","USA","MO","63110","","","","St. Louis",38.6270025,-90.1994042,"st. louis, mo, usa"
"267",273,"Section 3 Research Site Information","CREID-ESP","research_site","La Jolla Institute for Immunology","","USA","CA","92037","","","","La Jolla",32.8328112,-117.2712717,"la jolla, san diego, ca, usa"
"268",274,"Section 3 Research Site Information","CREID-ESP","research_site","The University of Hong Kong","","Hong Kong","Hong Kong","0","","","","Pokfulam",22.2679201,114.1290719,"pok fu lam, hong kong"
"269",275,"Section 3 Research Site Information","CREID-ESP","research_site","Institute for Viral Disease Control and Prevention, China CDC","","China","","102206","","","","Beijing",39.9041999,116.4073963,"beijing, china"
"270",276,"Section 3 Research Site Information","CREID-ESP","research_site","Ethiopian Public Health Institute","","Ethiopia","","1242/5654","","","","Addis Ababa",8.9806034,38.7577605,"addis ababa, ethiopia"
"271",277,"Section 3 Research Site Information","CREID-ESP","research_site","Tribhuvan University","","Nepal","","44618","","","","Kirtipur",27.6630019,85.2774207,"kirtipur 44600, nepal"
"272",278,"Section 3 Research Site Information","CREID-ESP","research_site","National Public Health Laboratory, Nepal","","Nepal","","44600","","","","Kathmandu",27.7172453,85.3239605,"kathmandu 44600, nepal"
"273",279,"Section 3 Research Site Information","CREID-ESP","research_site","Sukraraj Tropical and Infectious Disease Hospital","","Nepal","","44600","","","","Kathmandu",27.7172453,85.3239605,"kathmandu 44600, nepal"
"274",280,"Section 3 Research Site Information","EID-SEARCH","research_site","Conservation Medicine","","Malaysia","Selangor","47000","","","","Sungai Buloh",3.20933,101.5613392,"sungai buloh, selangor, malaysia"
"275",281,"Section 3 Research Site Information","EID-SEARCH","research_site","EcoHealth Alliance","","United States","New York","520 Eighth Avenue","","","","New York",40.7127753,-74.0059728,"new york, ny, usa"
"276",282,"Section 3 Research Site Information","EID-SEARCH","research_site","Chulalongkorn University/Chulalongkorn University Hospital","","Thailand","Bangkok","10330","","","","Bangkok",13.7563309,100.5017651,"bangkok, thailand"
"277",283,"Section 3 Research Site Information","EID-SEARCH","research_site","Duke-NUS Medical School","","Singapore","Singapore","169857","","","","Singapore",1.352083,103.819836,"singapore"
"278",284,"Section 3 Research Site Information","EID-SEARCH","research_site","Boston University National Emerging Infectious Diseases Laboratories","","United States","Massachusetts","2118","","","","Boston",42.3600825,-71.0588801,"boston, ma, usa"
"279",285,"Section 3 Research Site Information","EID-SEARCH","research_site","University of North Carolina at Chapel Hill","","United States","North Carolina","27599","","","","Chapel Hill",35.9131996,-79.0558445,"chapel hill, nc, usa"
"280",286,"Section 3 Research Site Information","EID-SEARCH","research_site","Uniformed Services University","","United States","Maryland","20814","","","","Bethesda",38.984652,-77.0947092,"bethesda, md, usa"
"281",287,"Section 3 Research Site Information","WARN-ID","research_site","The Scripps Research Institute","","United States","CA","92037","","","","La Jolla",32.8328112,-117.2712717,"la jolla, san diego, ca, usa"
"282",288,"Section 3 Research Site Information","WARN-ID","research_site","Tulane University","","United States","LA","70112","","","","New Orleans",29.9510658,-90.0715323,"new orleans, la, usa"
"283",289,"Section 3 Research Site Information","WARN-ID","research_site","The Broad Institute","","United States","MA","02142-1401","","","","Cambridge",42.373611,-71.110558,"77 Massachusetts Avenue Cambridge, MA 02139"
"284",290,"Section 3 Research Site Information","WARN-ID","research_site","Kenema Government Hospital","","Sierra Leone","Eastern Province","","","","","Kenema",7.8632147,-11.1957172,"kenema, sierra leone"
"285",291,"Section 3 Research Site Information","WARN-ID","research_site","National Institute of Health Liberia","","Liberia","","1000","","","","Monrovia",6.300774,-10.79716,"Congo Town Back Road Monrovia, Liberia, 1000"
"286",292,"Section 3 Research Site Information","WARN-ID","research_site","Universite Cheikh Anta Diop","","Senegal","","0","","","","Dakar",14.716677,-17.4676861,"dakar, senegal"
"287",293,"Section 3 Research Site Information","WARN-ID","research_site","Redeemer's University","","Nigeria","Osun State","0","","","","Ede",7.730184,4.517348,"Redeemer's University, Ede, Osun State, Nigeria"
"288",294,"Section 3 Research Site Information","CREID-ECA","research_site","Kenya RVF field sites","","Kenya","Isiolo, Tana River, and Marsabit","Not applicable","","","","Isiolo, Tana River, and Marsabit",0.3524352,38.4849923,"isiolo county, kenya"
"289",295,"Section 3 Research Site Information","CREID-ECA","research_site","MERS-CoV field sites Kenya","","Kenya","Marsabit","Not applicable","","","","Marsabit",2.3354966,37.9943453,"marsabit, kenya"
"290",296,"Section 3 Research Site Information","CREID-ECA","research_site","RVF field sites Uganda","","Uganda","Kabale and Isingiro districts","Not applicable","","","","Kabale and Isingiro districts",-0.843543,30.8039474,"isingiro, uganda"
"291",297,"Section 3 Research Site Information","CREID-ECA","research_site","RVF field site, DRC","","Democratic Republic of Congo","North and South Kivu provinces","Not applicable","","","","North and South Kivu provinces",-3.011658,28.299435,"south-kivu, democratic republic of the congo"
